Sat May 21 03:01:41.867 2022 : CtMain::main processing for command=/ call show 
Sat May 21 03:01:41.867 2022 : Entering LinuxControllerExplorer::explore 
Sat May 21 03:01:41.867 2022 : Entering LinuxControllerExplorer::getCtrlCount
Sat May 21 03:01:41.867 2022 : LinuxControllerExplorer::getCtrlCount _hDvr=4 _hDvrSwr =-1
Sat May 21 03:01:41.956 2022 : Entering RmDataMfi::getEnclPDInfo
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=fc mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.956 2022 : Exiting RmDataMfi::getEnclPDInfo
Sat May 21 03:01:41.956 2022 : Entering AdapterDataMfi::moreThan8Phys
Sat May 21 03:01:41.956 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat May 21 03:01:41.956 2022 : Exiting AdapterDataMfi::moreThan8Phys
Sat May 21 03:01:41.956 2022 : Entering AdapterDataMfi::moreThan16Phys
Sat May 21 03:01:41.956 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat May 21 03:01:41.956 2022 : Exiting AdapterDataMfi::moreThan16Phys
Sat May 21 03:01:41.956 2022 : ShowEncInfoCp::getConnectorname  
Sat May 21 03:01:41.956 2022 : Entering ShowEncInfoCp::getConnectorname
Sat May 21 03:01:41.956 2022 : Entering RmDataMfi::getEnclPDInfo
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=ffff mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=12
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl returning with =12 errno=19
Sat May 21 03:01:41.956 2022 : Exiting RmDataMfi::getEnclPDInfo
Sat May 21 03:01:41.956 2022 : Entering ShowEncInfoCp::isEnclDeviceInMultiPath
Sat May 21 03:01:41.956 2022 : Entering AdapterDataMfi::isEnclEnumSupported
Sat May 21 03:01:41.956 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat May 21 03:01:41.956 2022 : Exiting AdapterDataMfi::isEnclEnumSupported  retCode = 0
Sat May 21 03:01:41.956 2022 : Entering AdapterDataMfi::isEnclPartnerDevIdSupported
Sat May 21 03:01:41.956 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat May 21 03:01:41.956 2022 : Exiting AdapterDataMfi::isEnclPartnerDevIdSupported
Sat May 21 03:01:41.956 2022 : Entering RmDataMfi::getEnclPDInfo
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=fc mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.956 2022 : Exiting RmDataMfi::getEnclPDInfo
Sat May 21 03:01:41.956 2022 : ShowEncInfoCp::isEnclDeviceInMultiPath partner=65535 idx0=255 idx1=255
Sat May 21 03:01:41.956 2022 : Exiting ShowEncInfoCp::isEnclDeviceInMultiPath with false
Sat May 21 03:01:41.956 2022 : Entering ShowEncInfoCp::isEnclDeviceInMultiPath
Sat May 21 03:01:41.956 2022 : Entering AdapterDataMfi::isEnclEnumSupported
Sat May 21 03:01:41.956 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat May 21 03:01:41.956 2022 : Exiting AdapterDataMfi::isEnclEnumSupported  retCode = 0
Sat May 21 03:01:41.956 2022 : Entering AdapterDataMfi::isEnclPartnerDevIdSupported
Sat May 21 03:01:41.956 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat May 21 03:01:41.956 2022 : Exiting AdapterDataMfi::isEnclPartnerDevIdSupported
Sat May 21 03:01:41.956 2022 : Entering RmDataMfi::getEnclPDInfo
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=fc mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.956 2022 : Exiting RmDataMfi::getEnclPDInfo
Sat May 21 03:01:41.956 2022 : ShowEncInfoCp::isEnclDeviceInMultiPath partner=65535 idx0=255 idx1=255
Sat May 21 03:01:41.956 2022 : Exiting ShowEncInfoCp::isEnclDeviceInMultiPath with false
Sat May 21 03:01:41.956 2022 : Entering RmDataMfi::getEnclPDInfo
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=fc mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.956 2022 : Exiting RmDataMfi::getEnclPDInfo
Sat May 21 03:01:41.956 2022 : Entering ShowEncInfoCp::getInquiryData
Sat May 21 03:01:41.956 2022 : Entering SwCtPrCp::getBBUInfoTable
Sat May 21 03:01:41.956 2022 : Entering SwBbuCp::handleBbuShowInfo
Sat May 21 03:01:41.956 2022 : Entering RmDataMfi::initialize
Sat May 21 03:01:41.956 2022 : Entering RmDataMfi::getPdList
Sat May 21 03:01:41.956 2022 : Entering MfiData::getMrPdList
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2010000 mbox.w[0]=0 mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.956 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2010000 mbox.w[0]=0 mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.957 2022 : Exiting MfiData::getMrPdList, PD count = 14
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createPd
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::getPdList
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::initialize
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::initialize
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::createAdapter
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::createAdapter
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::getUncfgPdList
Sat May 21 03:01:41.957 2022 : Entering MfiData::getMrPdList
Sat May 21 03:01:41.957 2022 : Entering MfiData::getMrCfgData
Sat May 21 03:01:41.957 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat May 21 03:01:41.957 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl DCMD=1010000 mbox.w[0]=1 mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.957 2022 : Exiting AdapterDataMfi::getCtlrInfo retCode = 0
Sat May 21 03:01:41.957 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl DCMD=4010000 mbox.w[0]=1 mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl DCMD=4010000 mbox.w[0]=1 mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.957 2022 : Logical drive count = 12, Spare count = 0
Sat May 21 03:01:41.957 2022 : Exiting MfiData::getMrCfgData 
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::getUncfgPdList- getMrCfgData - retCode:0
Sat May 21 03:01:41.957 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat May 21 03:01:41.957 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat May 21 03:01:41.957 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::getUncfgPdList
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::getSystemPdList
Sat May 21 03:01:41.957 2022 : Entering MfiData::getMrSystemPdList
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2010100 mbox.w[0]=0 mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2010100 mbox.w[0]=0 mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.957 2022 : Exiting MfiData::getMrSystemPdList PD count = 14,  retCode = 0
Sat May 21 03:01:41.957 2022 : RmDataMfi::getSystemPdList slotNumber= 0, deviceId=8
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=8 mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.957 2022 : Drive deviceID=8 (PdDataMfi::getMrPdInfo) retCode=0
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.957 2022 : Drive deviceID=8 (PdDataMfi::getFwState) value=0
Sat May 21 03:01:41.957 2022 : RmDataMfi::getSystemPdList slotNumber= 0, deviceId=9
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=9 mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.957 2022 : Drive deviceID=9 (PdDataMfi::getMrPdInfo) retCode=0
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.957 2022 : Drive deviceID=9 (PdDataMfi::getFwState) value=24
Sat May 21 03:01:41.957 2022 : RmDataMfi::getSystemPdList slotNumber= 1, deviceId=10
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=a mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.957 2022 : Drive deviceID=10 (PdDataMfi::getMrPdInfo) retCode=0
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.957 2022 : Drive deviceID=10 (PdDataMfi::getFwState) value=24
Sat May 21 03:01:41.957 2022 : RmDataMfi::getSystemPdList slotNumber= 2, deviceId=11
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=b mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.957 2022 : Drive deviceID=11 (PdDataMfi::getMrPdInfo) retCode=0
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.957 2022 : Drive deviceID=11 (PdDataMfi::getFwState) value=24
Sat May 21 03:01:41.957 2022 : RmDataMfi::getSystemPdList slotNumber= 6, deviceId=12
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=c mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.957 2022 : Drive deviceID=12 (PdDataMfi::getMrPdInfo) retCode=0
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.957 2022 : Drive deviceID=12 (PdDataMfi::getFwState) value=24
Sat May 21 03:01:41.957 2022 : RmDataMfi::getSystemPdList slotNumber= 4, deviceId=13
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=d mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.957 2022 : Drive deviceID=13 (PdDataMfi::getMrPdInfo) retCode=0
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.957 2022 : Drive deviceID=13 (PdDataMfi::getFwState) value=24
Sat May 21 03:01:41.957 2022 : RmDataMfi::getSystemPdList slotNumber= 10, deviceId=14
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.957 2022 : Entering RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=e mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.957 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.957 2022 : Drive deviceID=14 (PdDataMfi::getMrPdInfo) retCode=0
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.957 2022 : Exiting RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Drive deviceID=14 (PdDataMfi::getFwState) value=24
Sat May 21 03:01:41.958 2022 : RmDataMfi::getSystemPdList slotNumber= 8, deviceId=15
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=f mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19

Sat May 21 03:01:41.958 2022 : Drive deviceID=15 (PdDataMfi::getMrPdInfo) retCode=0
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Drive deviceID=15 (PdDataMfi::getFwState) value=24
Sat May 21 03:01:41.958 2022 : RmDataMfi::getSystemPdList slotNumber= 11, deviceId=16
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=10 mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.958 2022 : Drive deviceID=16 (PdDataMfi::getMrPdInfo) retCode=0
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Drive deviceID=16 (PdDataMfi::getFwState) value=24
Sat May 21 03:01:41.958 2022 : RmDataMfi::getSystemPdList slotNumber= 7, deviceId=17
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=11 mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.958 2022 : Drive deviceID=17 (PdDataMfi::getMrPdInfo) retCode=0
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Drive deviceID=17 (PdDataMfi::getFwState) value=24
Sat May 21 03:01:41.958 2022 : RmDataMfi::getSystemPdList slotNumber= 9, deviceId=18
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=12 mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.958 2022 : Drive deviceID=18 (PdDataMfi::getMrPdInfo) retCode=0
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Drive deviceID=18 (PdDataMfi::getFwState) value=24
Sat May 21 03:01:41.958 2022 : RmDataMfi::getSystemPdList slotNumber= 3, deviceId=19
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=13 mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.958 2022 : Drive deviceID=19 (PdDataMfi::getMrPdInfo) retCode=0
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Drive deviceID=19 (PdDataMfi::getFwState) value=24
Sat May 21 03:01:41.958 2022 : RmDataMfi::getSystemPdList slotNumber= 5, deviceId=20
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=14 mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.958 2022 : Drive deviceID=20 (PdDataMfi::getMrPdInfo) retCode=0
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Drive deviceID=20 (PdDataMfi::getFwState) value=24
Sat May 21 03:01:41.958 2022 : RmDataMfi::getSystemPdList slotNumber= 255, deviceId=252
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=fc mbox.w[1]=0 mbox.w[2]=0
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat May 21 03:01:41.958 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Sat May 21 03:01:41.958 2022 : Drive deviceID=252 (PdDataMfi::getMrPdInfo) retCode=0
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::getPd using deviceId
Sat May 21 03:01:41.958 2022 : Drive deviceID=252 (PdDataMfi::getFwState) value=0
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::getSystemPdList
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::getRmCfg
Sat May 21 03:01:41.958 2022 : Entering MfiData::getMrCfgData
Sat May 21 03:01:41.958 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat May 21 03:01:41.958 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat May 21 03:01:41.958 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::getRmCfg
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::createRmCfg
Sat May 21 03:01:41.958 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat May 21 03:01:41.958 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat May 21 03:01:41.958 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::createVd
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::createVd
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::searchArrayList
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::searchArrayList
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::searchArrayList
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::searchArrayList
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::createArray
Sat May 21 03:01:41.958 2022 : Exiting RmDataMfi::createArray
Sat May 21 03:01:41.958 2022 : Entering RmDataMfi::assignPdToArray
Sat May 21 03:01:41.958 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat May 21 03:01:41.958 2022 : Entering AdapterDataMfi::getCtlrInfo
